Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
223,28122,P m -3 n,K6.8 Si45.3,K6.8,K,6.8,1,4,Si45.3,Si,45.3,14,3,Cubic,,
223,28123,P m -3 n,K7.4 Ge45,K7.4,K,7.4,1,4,Ge45,Ge,45,14,4,Cubic,,
223,22412,P m -3 n,V3 Si,V3,V,3,5,4,Si,Si,1,14,3,Cubic,,
223,30444,P m -3 n,Pt3 O4,Pt3,Pt,3,10,6,O4,O,4,16,2,Cubic,,
223,32509,P m -3 n,Cr3 Si,Cr3,Cr,3,6,4,Si,Si,1,14,3,Cubic,,
223,35755,P m -3 n,Mo3 Si,Mo3,Mo,3,6,5,Si,Si,1,14,3,Cubic,,
223,62352,P m -3 n,Cs8 Sn46,Cs8,Cs,8,1,6,Sn46,Sn,46,14,5,Cubic,,
223,60545,P m -3 n,U D3,U,U,1,3,7,D3,D,3,1,1,Cubic,,
223,50296,P m -3 n,Ti3 Ir,Ti3,Ti,3,4,4,Ir,Ir,1,9,6,Cubic,,
223,79273,P m -3 n,Pd D0.649,Pd,Pd,1,10,5,D0.649,D,0.649,1,1,Cubic,,
223,70063,P m -3 n,Ba3 C60,Ba3,Ba,3,2,6,C60,C,60,14,2,Cubic,,
223,200053,P m -3 n,Pt3.4 O4,Pt3.4,Pt,3.4,10,6,O4,O,4,16,2,Cubic,,
223,43356,P m -3 n,Ti3 Sb,Ti3,Ti,3,4,4,Sb,Sb,1,15,5,Cubic,,
223,43897,P m -3 n,Cr3.2 As0.8,Cr3.2,Cr,3.2,6,4,As0.8,As,0.8,15,4,Cubic,,
223,44084,P m -3 n,V3 As,V3,V,3,5,4,As,As,1,15,4,Cubic,,
223,76030,P m -3 n,Pa H3,Pa,Pa,1,3,7,H3,H,3,1,1,Cubic,,
223,76572,P m -3 n,Nb3 Sb,Nb3,Nb,3,5,5,Sb,Sb,1,15,5,Cubic,,
223,76584,P m -3 n,Nb3 Si,Nb3,Nb,3,5,5,Si,Si,1,14,3,Cubic,,
223,53127,P m -3 n,Cr3 Ge,Cr3,Cr,3,6,4,Ge,Ge,1,14,4,Cubic,,
223,409469,P m -3 n,Ba8 Ge42.9,Ba8,Ba,8,2,6,Ge42.9,Ge,42.9,14,4,Cubic,,
223,90093,P m -3 n,Ba8 Si46,Ba8,Ba,8,2,6,Si46,Si,46,14,3,Cubic,,
223,91285,P m -3 n,K7.62 Si46.63,K7.62,K,7.62,1,4,Si46.63,Si,46.63,14,3,Cubic,,
223,91286,P m -3 n,Rb6.148 Si46.27,Rb6.148,Rb,6.148,1,5,Si46.27,Si,46.27,14,3,Cubic,,
223,91287,P m -3 n,K7.52 Ge44.05,K7.52,K,7.52,1,4,Ge44.05,Ge,44.05,14,4,Cubic,,
223,52310,P m -3 n,Ta3 Sb,Ta3,Ta,3,5,6,Sb,Sb,1,15,5,Cubic,,
223,52330,P m -3 n,V3 Sb,V3,V,3,5,4,Sb,Sb,1,15,5,Cubic,,
223,52476,P m -3 n,W3 Si,W3,W,3,6,6,Si,Si,1,14,3,Cubic,,
223,53717,P m -3 n,Mo3 Ge,Mo3,Mo,3,6,5,Ge,Ge,1,14,4,Cubic,,
223,57999,P m -3 n,Al Mo3,Al,Al,1,13,3,Mo3,Mo,3,6,5,Cubic,,
223,58014,P m -3 n,Al Nb3,Al,Al,1,13,3,Nb3,Nb,3,5,5,Cubic,,
223,94264,P m -3 n,Ba7.76 Si45.5,Ba7.76,Ba,7.76,2,6,Si45.5,Si,45.5,14,3,Cubic,,
223,240037,P m -3 n,Rb3 Hg20,Rb3,Rb,3,1,5,Hg20,Hg,20,12,6,Cubic,,
223,240038,P m -3 n,Cs3 Hg20,Cs3,Cs,3,1,6,Hg20,Hg,20,12,6,Cubic,,
223,409448,P m -3 n,Cs8 Sn44,Cs8,Cs,8,1,6,Sn44,Sn,44,14,5,Cubic,,
223,499448,P m -3 n,Cs8 Sn44.24,Cs8,Cs,8,1,6,Sn44.24,Sn,44.24,14,5,Cubic,,
223,281412,P m -3 n,Ba7.76 Si46,Ba7.76,Ba,7.76,2,6,Si46,Si,46,14,3,Cubic,,
223,281413,P m -3 n,Ba6.63 Si46,Ba6.63,Ba,6.63,2,6,Si46,Si,46,14,3,Cubic,,
223,58200,P m -3 n,Al V3,Al,Al,1,13,3,V3,V,3,5,4,Cubic,,
223,58556,P m -3 n,Au Nb3,Au,Au,1,11,6,Nb3,Nb,3,5,5,Cubic,,
223,58599,P m -3 n,Au Ta3,Au,Au,1,11,6,Ta3,Ta,3,5,6,Cubic,,
223,58605,P m -3 n,Au Ti3,Au,Au,1,11,6,Ti3,Ti,3,4,4,Cubic,,
223,58612,P m -3 n,Au V3,Au,Au,1,11,6,V3,V,3,5,4,Cubic,,
223,58626,P m -3 n,Au Zn3,Au,Au,1,11,6,Zn3,Zn,3,12,4,Cubic,,
223,58630,P m -3 n,Au Zr3,Au,Au,1,11,6,Zr3,Zr,3,4,5,Cubic,,
223,58715,P m -3 n,Be Mo3,Be,Be,1,2,2,Mo3,Mo,3,6,5,Cubic,,
223,58817,P m -3 n,Bi Nb3,Bi,Bi,1,15,6,Nb3,Nb,3,5,5,Cubic,,
223,58818,P m -3 n,Bi0.25 Nb0.75,Bi0.25,Bi,0.25,15,6,Nb0.75,Nb,0.75,5,5,Cubic,,
223,52344,P m -3 n,W3 O,W3,W,3,6,6,O,O,1,16,2,Cubic,,
223,102716,P m -3 n,Co V3,Co,Co,1,9,4,V3,V,3,5,4,Cubic,,
223,102767,P m -3 n,Cr3 Ga,Cr3,Cr,3,6,4,Ga,Ga,1,13,4,Cubic,,
223,102779,P m -3 n,Cr3 Ir,Cr3,Cr,3,6,4,Ir,Ir,1,9,6,Cubic,,
223,102781,P m -3 n,Cr2.88 Ir1.12,Cr2.88,Cr,2.88,6,4,Ir1.12,Ir,1.12,9,6,Cubic,,
223,102828,P m -3 n,Cr3 Os,Cr3,Cr,3,6,4,Os,Os,1,8,6,Cubic,,
223,102836,P m -3 n,Cr3 Pt,Cr3,Cr,3,6,4,Pt,Pt,1,10,6,Cubic,,
223,102842,P m -3 n,Cr3.14 Ru0.86,Cr3.14,Cr,3.14,6,4,Ru0.86,Ru,0.86,8,5,Cubic,,
223,102843,P m -3 n,Cr3 Ru,Cr3,Cr,3,6,4,Ru,Ru,1,8,5,Cubic,,
223,103816,P m -3 n,Ga Mo3,Ga,Ga,1,13,4,Mo3,Mo,3,6,5,Cubic,,
223,103831,P m -3 n,Ga Nb3,Ga,Ga,1,13,4,Nb3,Nb,3,5,5,Cubic,,
223,104020,P m -3 n,Ga V3,Ga,Ga,1,13,4,V3,V,3,5,4,Cubic,,
223,104203,P m -3 n,Tl0.8 Zr3.2,Tl0.8,Tl,0.8,13,6,Zr3.2,Zr,3.2,4,5,Cubic,,
223,104357,P m -3 n,Hg Ti3,Hg,Hg,1,12,6,Ti3,Ti,3,4,4,Cubic,,
223,104375,P m -3 n,Hg Zr3,Hg,Hg,1,12,6,Zr3,Zr,3,4,5,Cubic,,
223,104502,P m -3 n,Ir Mo3,Ir,Ir,1,9,6,Mo3,Mo,3,6,5,Cubic,,
223,104503,P m -3 n,Ir0.94 Mo3.06,Ir0.94,Ir,0.94,9,6,Mo3.06,Mo,3.06,6,5,Cubic,,
223,104511,P m -3 n,Ir Nb3,Ir,Ir,1,9,6,Nb3,Nb,3,5,5,Cubic,,
223,104576,P m -3 n,Ir Ti3,Ir,Ir,1,9,6,Ti3,Ti,3,4,4,Cubic,,
223,104591,P m -3 n,Ir V3,Ir,Ir,1,9,6,V3,V,3,5,4,Cubic,,
223,105054,P m -3 n,Mo3 Os,Mo3,Mo,3,6,5,Os,Os,1,8,6,Cubic,,
223,105071,P m -3 n,Mo3 Pt,Mo3,Mo,3,6,5,Pt,Pt,1,10,6,Cubic,,
223,105094,P m -3 n,Mo3 Sn,Mo3,Mo,3,6,5,Sn,Sn,1,14,5,Cubic,,
223,105118,P m -3 n,Mo3 Zr,Mo3,Mo,3,6,5,Zr,Zr,1,4,5,Cubic,,
223,105184,P m -3 n,Nb3 Os,Nb3,Nb,3,5,5,Os,Os,1,8,6,Cubic,,
223,105188,P m -3 n,Nb3 Pb,Nb3,Nb,3,5,5,Pb,Pb,1,14,6,Cubic,,
223,105203,P m -3 n,Nb3 Pt,Nb3,Nb,3,5,5,Pt,Pt,1,10,6,Cubic,,
223,105216,P m -3 n,Nb3 Rh,Nb3,Nb,3,5,5,Rh,Rh,1,9,5,Cubic,,
223,105230,P m -3 n,Nb3 Sn,Nb3,Nb,3,5,5,Sn,Sn,1,14,5,Cubic,,
223,105244,P m -3 n,Nb3 Te,Nb3,Nb,3,5,5,Te,Te,1,16,5,Cubic,,
223,105251,P m -3 n,Nb3 Tl,Nb3,Nb,3,5,5,Tl,Tl,1,13,6,Cubic,,
223,105439,P m -3 n,Ni0.9 V3.1,Ni0.9,Ni,0.9,10,4,V3.1,V,3.1,5,4,Cubic,,
223,105440,P m -3 n,Ni0.97 V3.03,Ni0.97,Ni,0.97,10,4,V3.03,V,3.03,5,4,Cubic,,
223,105518,P m -3 n,Al3.1 Mo0.9,Al3.1,Al,3.1,13,3,Mo0.9,Mo,0.9,6,5,Cubic,,
223,105639,P m -3 n,Pb V3,Pb,Pb,1,14,6,V3,V,3,5,4,Cubic,,
223,105739,P m -3 n,Pd V3,Pd,Pd,1,10,5,V3,V,3,5,4,Cubic,,
223,105815,P m -3 n,Pt Ti3,Pt,Pt,1,10,6,Ti3,Ti,3,4,4,Cubic,,
223,105837,P m -3 n,Pt V3,Pt,Pt,1,10,6,V3,V,3,5,4,Cubic,,
223,105901,P m -3 n,Re5.68 V2.32,Re5.68,Re,5.68,7,6,V2.32,V,2.32,5,4,Cubic,,
223,105964,P m -3 n,Rh V3,Rh,Rh,1,9,5,V3,V,3,5,4,Cubic,,
223,106035,P m -3 n,Sb Ti3,Sb,Sb,1,15,5,Ti3,Ti,3,4,4,Cubic,,
223,106076,P m -3 n,Sn Ta3,Sn,Sn,1,14,5,Ta3,Ta,3,5,6,Cubic,,
223,106097,P m -3 n,Sn V3,Sn,Sn,1,14,5,V3,V,3,5,4,Cubic,,
223,106108,P m -3 n,Sn Zr3,Sn,Sn,1,14,5,Zr3,Zr,3,4,5,Cubic,,
223,97476,P m -3 n,Ba7.6 Si46,Ba7.6,Ba,7.6,2,6,Si46,Si,46,14,3,Cubic,,
223,97480,P m -3 n,Ba8 Ge42.84,Ba8,Ba,8,2,6,Ge42.84,Ge,42.84,14,4,Cubic,,
223,603983,P m -3 n,Ge V3,Ge,Ge,1,14,4,V3,V,3,5,4,Cubic,,
223,608235,P m -3 n,Ir Al3,Ir,Ir,1,9,6,Al3,Al,3,13,3,Cubic,,
223,608657,P m -3 n,Nb3 Al,Nb3,Nb,3,5,5,Al,Al,1,13,3,Cubic,,
223,611501,P m -3 n,Ti3 As,Ti3,Ti,3,4,4,As,As,1,15,4,Cubic,,
223,618609,P m -3 n,C O,C,C,1,14,2,O,O,1,16,2,Cubic,,
223,620584,P m -3 n,Cd V3,Cd,Cd,1,12,5,V3,V,3,5,4,Cubic,,
223,626569,P m -3 n,Cr3 Rh,Cr3,Cr,3,6,4,Rh,Rh,1,9,5,Cubic,,
223,627107,P m -3 n,Cs4 Sn23,Cs4,Cs,4,1,6,Sn23,Sn,23,14,5,Cubic,,
223,634028,P m -3 n,V3 Fe,V3,V,3,5,4,Fe,Fe,1,8,4,Cubic,,
223,634746,P m -3 n,Nb3 Ga,Nb3,Nb,3,5,5,Ga,Ga,1,13,4,Cubic,,
223,637137,P m -3 n,Ge Mo3,Ge,Ge,1,14,4,Mo3,Mo,3,6,5,Cubic,,
223,637190,P m -3 n,Ge Nb3,Ge,Ge,1,14,4,Nb3,Nb,3,5,5,Cubic,,
223,638098,P m -3 n,Ge3 V,Ge3,Ge,3,14,4,V,V,1,5,4,Cubic,,
223,640048,P m -3 n,In Nb3,In,In,1,13,5,Nb3,Nb,3,5,5,Cubic,,
223,640052,P m -3 n,Nb3 In,Nb3,Nb,3,5,5,In,In,1,13,5,Cubic,,
223,640809,P m -3 n,Ir0.92 Mo3,Ir0.92,Ir,0.92,9,6,Mo3,Mo,3,6,5,Cubic,,
223,647028,P m -3 n,Ni V3,Ni,Ni,1,10,4,V3,V,3,5,4,Cubic,,
223,650187,P m -3 n,Re2.82 V1.15,Re2.82,Re,2.82,7,6,V1.15,V,1.15,5,4,Cubic,,
223,173169,P m -3 n,K6.95 Si46,K6.95,K,6.95,1,4,Si46,Si,46,14,3,Cubic,,
223,173170,P m -3 n,Na6.19 Si46,Na6.19,Na,6.19,1,3,Si46,Si,46,14,3,Cubic,,
223,54323,P m -3 n,Pb1.333 Zr6.667,Pb1.333,Pb,1.333,14,6,Zr6.667,Zr,6.667,4,5,Cubic,,
223,54358,P m -3 n,Sn1.6 Zr6.4,Sn1.6,Sn,1.6,14,5,Zr6.4,Zr,6.4,4,5,Cubic,,
223,54402,P m -3 n,Nb2.99 Au1.01,Nb2.99,Nb,2.99,5,5,Au1.01,Au,1.01,11,6,Cubic,,
223,162162,P m -3 n,Rb8 Sn44,Rb8,Rb,8,1,5,Sn44,Sn,44,14,5,Cubic,,
223,165369,P m -3 n,Rb8 Sn44.6,Rb8,Rb,8,1,5,Sn44.6,Sn,44.6,14,5,Cubic,,
223,182909,P m -3 n,K7.46 Si46,K7.46,K,7.46,1,4,Si46,Si,46,14,3,Cubic,,
223,189870,P m -3 n,Ge Cr3,Ge,Ge,1,14,4,Cr3,Cr,3,6,4,Cubic,,
223,190540,P m -3 n,Na Cl3,Na,Na,1,1,3,Cl3,Cl,3,17,3,Cubic,,
223,246408,P m -3 n,Cs7.3 Si46,Cs7.3,Cs,7.3,1,6,Si46,Si,46,14,3,Cubic,,
223,246409,P m -3 n,Cs6.9 Si46,Cs6.9,Cs,6.9,1,6,Si46,Si,46,14,3,Cubic,,
223,246410,P m -3 n,Cs7.8 Si46,Cs7.8,Cs,7.8,1,6,Si46,Si,46,14,3,Cubic,,
223,248168,P m -3 n,Na4 Si23,Na4,Na,4,1,3,Si23,Si,23,14,3,Cubic,,
223,710030,P m -3 n,Ge44 K8,Ge44,Ge,44,14,4,K8,K,8,1,4,Cubic,,
223,261604,P m -3 n,Ba6.18 Si46,Ba6.18,Ba,6.18,2,6,Si46,Si,46,14,3,Cubic,,
223,261605,P m -3 n,Ba6.20 Si46,Ba6.20,Ba,6.2,2,6,Si46,Si,46,14,3,Cubic,,
223,261606,P m -3 n,Ba6.31 Si46,Ba6.31,Ba,6.31,2,6,Si46,Si,46,14,3,Cubic,,
223,261607,P m -3 n,Ba6.62 Si46,Ba6.62,Ba,6.62,2,6,Si46,Si,46,14,3,Cubic,,
223,423131,P m -3 n,Cs8 Ge44.4,Cs8,Cs,8,1,6,Ge44.4,Ge,44.4,14,4,Cubic,,
223,238319,P m -3 n,Ba7.27 Si46,Ba7.27,Ba,7.27,2,6,Si46,Si,46,14,3,Cubic,,
223,94262,P m -3 n,Ba2 Si46,Ba2,Ba,2,2,6,Si46,Si,46,14,3,Cubic,,t
223,94263,P m -3 n,Ba6 Si46,Ba6,Ba,6,2,6,Si46,Si,46,14,3,Cubic,,t
223,170482,P m -3 n,Si O2,Si,Si,1,14,3,O2,O,2,16,2,Cubic,,t
223,167644,P m -3 n,Ti3 Pd,Ti3,Ti,3,4,4,Pd,Pd,1,10,5,Cubic,,t
223,181465,P m -3 n,Mg O,Mg,Mg,1,2,3,O,O,1,16,2,Cubic,,t
223,186643,P m -3 n,Tl3 Au,Tl3,Tl,3,13,6,Au,Au,1,11,6,Cubic,,t
223,186644,P m -3 n,Tl3 Pt,Tl3,Tl,3,13,6,Pt,Pt,1,10,6,Cubic,,t
223,186645,P m -3 n,Tl3 Ir,Tl3,Tl,3,13,6,Ir,Ir,1,9,6,Cubic,,t
223,187147,P m -3 n,Fe H3,Fe,Fe,1,8,4,H3,H,3,1,1,Cubic,,t
223,191234,P m -3 n,Pd3 N,Pd3,Pd,3,10,5,N,N,1,15,2,Cubic,,t
223,670310,P m -3 n,Zr3 Sn,Zr3,Zr,3,4,5,Sn,Sn,1,14,5,Cubic,,t
223,671185,P m -3 n,Mo3 Ga1,Mo3,Mo,3,6,5,Ga1,Ga,1,13,4,Cubic,,t
224,27150,P n -3 m S,Bi2 O3,Bi2,Bi,2,15,6,O3,O,3,16,2,Cubic,,
224,28838,P n -3 m S,Pb2 O,Pb2,Pb,2,14,6,O,O,1,16,2,Cubic,,
224,26963,P n -3 m S,Cu2 O,Cu2,Cu,2,11,4,O,O,1,16,2,Cubic,,
224,24489,P n -3 m S,Mg3 P2,Mg3,Mg,3,2,3,P2,P,2,15,3,Cubic,,
224,30381,P n -3 m Z,W N,W,W,1,6,6,N,N,1,15,2,Cubic,,
224,31058,P n -3 m S,Ag2 O,Ag2,Ag,2,11,5,O,O,1,16,2,Cubic,,
224,31868,P n -3 m S,H2 O,H2,H,2,1,1,O,O,1,16,2,Cubic,,
224,64773,P n -3 m Z,D2 O,D2,D,2,1,1,O,O,1,16,2,Cubic,,
224,78718,P n -3 m S,Au2 S,Au2,Au,2,11,6,S,S,1,16,3,Cubic,,
224,77651,P n -3 m S,Pd2 O,Pd2,Pd,2,10,5,O,O,1,16,2,Cubic,,
224,77654,P n -3 m S,Pt O2,Pt,Pt,1,10,6,O2,O,2,16,2,Cubic,,
224,77714,P n -3 m S,Zr2 O,Zr2,Zr,2,4,5,O,O,1,16,2,Cubic,,
224,15999,P n -3 m S,Ag2 O3,Ag2,Ag,2,11,5,O3,O,3,16,2,Cubic,,
224,170483,P n -3 m S,Si O2,Si,Si,1,14,3,O2,O,2,16,2,Cubic,,t
225,982,F m -3 m,Nb N,Nb,Nb,1,5,5,N,N,1,15,2,Cubic,,
225,1331,F m -3 m,Sc As,Sc,Sc,1,3,4,As,As,1,15,4,Cubic,,
225,1335,F m -3 m,Sc Sb,Sc,Sc,1,3,4,Sb,Sb,1,15,5,Cubic,,
225,1548,F m -3 m,Nb N0.9,Nb,Nb,1,5,5,N0.9,N,0.9,15,2,Cubic,,
225,1565,F m -3 m,Eu N,Eu,Eu,1,3,6,N,N,1,15,2,Cubic,,
225,2191,F m -3 m,Ba Cl2,Ba,Ba,1,2,6,Cl2,Cl,2,17,3,Cubic,,
225,2375,F m -3 m,Bi2 O3,Bi2,Bi,2,15,6,O3,O,3,16,2,Cubic,,
225,2837,F m -3 m,Cr23 C6,Cr23,Cr,23,6,4,C6,C,6,14,2,Cubic,,
225,9750,F m -3 m,Tb Mg3,Tb,Tb,1,3,6,Mg3,Mg,3,2,3,Cubic,,
225,9865,F m -3 m,Co O,Co,Co,1,9,4,O,O,1,16,2,Cubic,,
225,10052,F m -3 m,Li3 Tl,Li3,Li,3,1,2,Tl,Tl,1,13,6,Cubic,,
225,10438,F m -3 m,Ir4 Sc11,Ir4,Ir,4,9,6,Sc11,Sc,11,3,4,Cubic,,
225,10439,F m -3 m,Sc11 Os4,Sc11,Sc,11,3,4,Os4,Os,4,8,6,Cubic,,
225,15702,F m -3 m,Sr6 Li23,Sr6,Sr,6,2,5,Li23,Li,23,1,2,Cubic,,
225,15903,F m -3 m,Mo3 O,Mo3,Mo,3,6,5,O,O,1,16,2,Cubic,,
225,16647,F m -3 m,Hf D1.628,Hf,Hf,1,4,6,D1.628,D,1.628,1,1,Cubic,,
225,18008,F m -3 m,Ag F,Ag,Ag,1,11,5,F,F,1,17,2,Cubic,,
225,18011,F m -3 m,Sr Cl2,Sr,Sr,1,2,5,Cl2,Cl,2,17,3,Cubic,,
225,18013,F m -3 m,Na Br,Na,Na,1,1,3,Br,Br,1,17,4,Cubic,,
225,18015,F m -3 m,K Br,K,K,1,1,4,Br,Br,1,17,4,Cubic,,
225,18016,F m -3 m,Rb Cl,Rb,Rb,1,1,5,Cl,Cl,1,17,3,Cubic,,
225,18017,F m -3 m,Rb Br,Rb,Rb,1,1,5,Br,Br,1,17,4,Cubic,,
225,238,F m -3 m,Cu1.8 Se,Cu1.8,Cu,1.8,11,4,Se,Se,1,16,4,Cubic,,
225,9866,F m -3 m,Ni O,Ni,Ni,1,10,4,O,O,1,16,2,Cubic,,
225,18007,F m -3 m,Mn S,Mn,Mn,1,7,4,S,S,1,16,3,Cubic,,
225,1546,F m -3 m,Ti C,Ti,Ti,1,4,4,C,C,1,14,2,Cubic,,
225,9864,F m -3 m,Mn O,Mn,Mn,1,7,4,O,O,1,16,2,Cubic,,
225,18012,F m -3 m,Li F,Li,Li,1,1,2,F,F,1,17,2,Cubic,,
225,1547,F m -3 m,Ti N0.9,Ti,Ti,1,4,4,N0.9,N,0.9,15,2,Cubic,,
225,9863,F m -3 m,Mg O,Mg,Mg,1,2,3,O,O,1,16,2,Cubic,,
225,18014,F m -3 m,K Cl,K,K,1,1,4,Cl,Cl,1,17,3,Cubic,,
225,18189,F m -3 m,Na Cl,Na,Na,1,1,3,Cl,Cl,1,17,3,Cubic,,
225,20013,F m -3 m,Y Po,Y,Y,1,3,5,Po,Po,1,16,6,Cubic,,
225,20384,F m -3 m,Be2 B,Be2,Be,2,2,2,B,B,1,13,2,Cubic,,
225,20597,F m -3 m,Pb F2,Pb,Pb,1,14,6,F2,F,2,17,2,Cubic,,
225,22158,F m -3 m,K I,K,K,1,1,4,I,I,1,17,5,Cubic,,
225,22168,F m -3 m,Rb I,Rb,Rb,1,1,5,I,I,1,17,5,Cubic,,
225,22238,F m -3 m,Sc S,Sc,Sc,1,3,4,S,S,1,16,3,Cubic,,
225,22262,F m -3 m,Hf C,Hf,Hf,1,4,6,C,C,1,14,2,Cubic,,
225,22263,F m -3 m,V C,V,V,1,5,4,C,C,1,14,2,Cubic,,
225,22264,F m -3 m,Zr C,Zr,Zr,1,4,5,C,C,1,14,2,Cubic,,
225,22282,F m -3 m,Y C0.44,Y,Y,1,3,5,C0.44,C,0.44,14,2,Cubic,,
225,22290,F m -3 m,Y C0.4,Y,Y,1,3,5,C0.4,C,0.4,14,2,Cubic,,
225,22291,F m -3 m,Sm C0.40,Sm,Sm,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22292,F m -3 m,Gd C0.40,Gd,Gd,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22293,F m -3 m,Tb C0.4,Tb,Tb,1,3,6,C0.4,C,0.4,14,2,Cubic,,
225,22294,F m -3 m,Dy C0.40,Dy,Dy,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22295,F m -3 m,Ho C0.4,Ho,Ho,1,3,6,C0.4,C,0.4,14,2,Cubic,,
225,22296,F m -3 m,Er C0.40,Er,Er,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22297,F m -3 m,Tm C0.40,Tm,Tm,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22298,F m -3 m,Yb C0.40,Yb,Yb,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22299,F m -3 m,Lu C0.40,Lu,Lu,1,3,6,C0.40,C,0.4,14,2,Cubic,,
225,22321,F m -3 m,V N,V,V,1,5,4,N,N,1,15,2,Cubic,,
225,22402,F m -3 m,Li2 O,Li2,Li,2,1,2,O,O,1,16,2,Cubic,,
225,23684,F m -3 m,Li H0.984,Li,Li,1,1,2,H0.984,H,0.984,1,1,Cubic,,
225,23860,F m -3 m,Y B12,Y,Y,1,3,5,B12,B,12,13,2,Cubic,,
225,24218,F m -3 m,U C,U,U,1,3,7,C,C,1,14,2,Cubic,,
225,24220,F m -3 m,U N,U,U,1,3,7,N,N,1,15,2,Cubic,,
225,24222,F m -3 m,U N2,U,U,1,3,7,N2,N,2,15,2,Cubic,,
225,24223,F m -3 m,U O,U,U,1,3,7,O,O,1,16,2,Cubic,,
225,24251,F m -3 m,Mn Se,Mn,Mn,1,7,4,Se,Se,1,16,4,Cubic,,
225,24582,F m -3 m,H2 S,H2,H,2,1,1,S,S,1,16,3,Cubic,,
225,24583,F m -3 m,D2 S,D2,D,2,1,1,S,S,1,16,3,Cubic,,
225,24584,F m -3 m,H2 Se,H2,H,2,1,1,Se,Se,1,16,4,Cubic,,
225,24585,F m -3 m,D2 Se,D2,D,2,1,1,Se,Se,1,16,4,Cubic,,
225,24621,F m -3 m,Pa O,Pa,Pa,1,3,7,O,O,1,16,2,Cubic,,
225,24705,F m -3 m,U B12,U,U,1,3,7,B12,B,12,13,2,Cubic,,
225,24803,F m -3 m,Mg2 Si,Mg2,Mg,2,2,3,Si,Si,1,14,3,Cubic,,
225,26268,F m -3 m,Nd As,Nd,Nd,1,3,6,As,As,1,15,4,Cubic,,
225,26269,F m -3 m,Tb1.000 As0.976,Tb1.000,Tb,1,3,6,As0.976,As,0.976,15,4,Cubic,,
225,26630,F m -3 m,Cr H2,Cr,Cr,1,6,4,H2,H,2,1,1,Cubic,,
225,26645,F m -3 m,Po O2,Po,Po,1,16,6,O2,O,2,16,2,Cubic,,
225,26653,F m -3 m,Th Se,Th,Th,1,3,7,Se,Se,1,16,4,Cubic,,
225,26735,F m -3 m,K2 S,K2,K,2,1,4,S,S,1,16,3,Cubic,,
225,26909,F m -3 m,Li Cl,Li,Li,1,1,2,Cl,Cl,1,17,3,Cubic,,
225,26948,F m -3 m,Sc N,Sc,Sc,1,3,4,N,N,1,15,2,Cubic,,
225,26950,F m -3 m,Zr N,Zr,Zr,1,4,5,N,N,1,15,2,Cubic,,
225,26955,F m -3 m,Nb C,Nb,Nb,1,5,5,C,C,1,14,2,Cubic,,
225,26956,F m -3 m,Ta C,Ta,Ta,1,5,6,C,C,1,14,2,Cubic,,
225,26957,F m -3 m,Be O,Be,Be,1,2,2,O,O,1,16,2,Cubic,,
225,26960,F m -3 m,Sr O,Sr,Sr,1,2,5,O,O,1,16,2,Cubic,,
225,26961,F m -3 m,Ba O,Ba,Ba,1,2,6,O,O,1,16,2,Cubic,,
225,27043,F m -3 m,D Cl,D,D,1,1,1,Cl,Cl,1,17,3,Cubic,,
225,27104,F m -3 m,La Se,La,La,1,3,6,Se,Se,1,16,4,Cubic,,
225,27105,F m -3 m,Ce Se,Ce,Ce,1,3,6,Se,Se,1,16,4,Cubic,,
225,27106,F m -3 m,Pr Se,Pr,Pr,1,3,6,Se,Se,1,16,4,Cubic,,
225,27107,F m -3 m,Nd Se,Nd,Nd,1,3,6,Se,Se,1,16,4,Cubic,,
225,27108,F m -3 m,Sm Se,Sm,Sm,1,3,6,Se,Se,1,16,4,Cubic,,
225,27109,F m -3 m,Eu Se,Eu,Eu,1,3,6,Se,Se,1,16,4,Cubic,,
225,27110,F m -3 m,Gd Se,Gd,Gd,1,3,6,Se,Se,1,16,4,Cubic,,
225,27139,F m -3 m,Co Si2,Co,Co,1,9,4,Si2,Si,2,14,3,Cubic,,
225,27692,F m -3 m,Po Br4,Po,Po,1,16,6,Br4,Br,4,17,4,Cubic,,
225,27982,F m -3 m,Li Br,Li,Li,1,1,2,Br,Br,1,17,4,Cubic,,
225,27983,F m -3 m,Li I,Li,Li,1,1,2,I,I,1,17,5,Cubic,,
225,28064,F m -3 m,Ca C2,Ca,Ca,1,2,4,C2,C,2,14,2,Cubic,,
225,28557,F m -3 m,Li H,Li,Li,1,1,2,H,H,1,1,1,Cubic,,
225,28681,F m -3 m,V O,V,V,1,5,4,O,O,1,16,2,Cubic,,
225,28710,F m -3 m,Pr O1.99,Pr,Pr,1,3,6,O1.99,O,1.99,16,2,Cubic,,
225,28731,F m -3 m,Cd F2,Cd,Cd,1,12,5,F2,F,2,17,2,Cubic,,
225,28778,F m -3 m,Th O2,Th,Th,1,3,7,O2,O,2,16,2,Cubic,,
225,28786,F m -3 m,Pr O2,Pr,Pr,1,3,6,O2,O,2,16,2,Cubic,,
